AccidentDate,Timing,State,WeatherCondition,RoadCondition,Deaths,Reason
11-10-2006,Night,Ohio,Foggy,Rough,9,Poor Visibility
26-04-2022,Evening,Ohio,Clear,Fine,7,Weather Conditions
17-12-2018,Afternoon,Wisconsin,Clear,Rough,1,Reckless Driving
09-10-2016,Night,Michigan,Rainy,Rough,1,Drunk Driving
07-03-2016,Morning,California,Foggy,Fine,7,Drunk Driving
10-11-2019,Night,Florida,Rainy,Fine,6,Speeding
04-01-2006,Afternoon,New York,Foggy,Rough,2,Speeding
22-12-2012,Evening,Virginia,Foggy,Rough,0,Distracted Driving
14-08-2019,Morning,Ohio,Clear,Fine,4,Distracted Driving
05-01-2020,Morning,California,Clear,Fine,1,Drunk Driving
02-07-2023,Night,Ohio,Rainy,Fine,2,Speeding
20-08-2008,Afternoon,South Carolina,Foggy,Rough,3,Speeding
30-12-2004,Afternoon,West Virginia,Foggy,Rough,1,Mechanical Failure
14-08-2018,Night,South Carolina,Rainy,Under Construction,3,Weather Conditions
11-05-2015,Afternoon,Pennsylvania,Clear,Rough,4,Drunk Driving
18-10-2006,Night,West Virginia,Rainy,Under Construction,4,Driver Fatigue
15-04-2017,Night,Montana,Rainy,Fine,6,Mechanical Failure
09-04-2021,Afternoon,Wisconsin,Rainy,Under Construction,4,Drunk Driving
28-07-2009,Night,Georgia,Rainy,Fine,8,Weather Conditions
24-05-2023,Morning,Florida,Clear,Under Construction,9,Reckless Driving
11-11-2006,Night,Illinois,Clear,Under Construction,4,Mechanical Failure
15-09-2001,Night,Illinois,Rainy,Under Construction,1,Speeding
02-12-2019,Night,New York,Rainy,Under Construction,1,Road Conditions
05-11-2012,Afternoon,Texas,Clear,Under Construction,8,Mechanical Failure
22-11-2014,Morning,North Carolina,Clear,Fine,9,Drunk Driving
07-11-2019,Morning,New Jersey,Foggy,Under Construction,2,Driver Fatigue
28-11-2005,Night,West Virginia,Clear,Rough,3,Road Conditions
27-10-2019,Afternoon,Illinois,Foggy,Fine,6,Drunk Driving
22-09-2007,Afternoon,Michigan,Rainy,Under Construction,7,Road Conditions
22-07-2016,Evening,Illinois,Rainy,Rough,7,Driver Fatigue
15-08-2023,Afternoon,Minnesota,Rainy,Rough,1,Driver Fatigue
23-07-2010,Morning,Alaska,Foggy,Under Construction,3,Reckless Driving
07-05-2003,Afternoon,Iowa,Clear,Fine,4,Poor Visibility
08-07-2010,Morning,Iowa,Clear,Rough,7,Speeding
22-09-2019,Morning,Alaska,Rainy,Under Construction,3,Drunk Driving
21-12-2014,Evening,Wisconsin,Clear,Under Construction,2,Distracted Driving
23-02-2005,Morning,Iowa,Foggy,Rough,1,Driver Fatigue
04-05-2011,Afternoon,Arizona,Clear,Fine,2,Poor Visibility
13-04-2021,Morning,Alaska,Rainy,Rough,5,Mechanical Failure
23-08-2007,Afternoon,Florida,Rainy,Rough,3,Driver Fatigue
23-05-2009,Night,Minnesota,Rainy,Under Construction,10,Poor Visibility
29-10-2011,Night,Michigan,Rainy,Under Construction,4,Driver Fatigue
11-02-2009,Afternoon,Illinois,Rainy,Fine,9,Speeding
01-12-2000,Night,Montana,Rainy,Under Construction,10,Weather Conditions
02-05-2000,Afternoon,Vermont,Foggy,Under Construction,5,Reckless Driving
23-06-2012,Afternoon,Montana,Rainy,Rough,6,Poor Visibility
28-12-2018,Afternoon,Nevada,Rainy,Under Construction,2,Road Conditions
29-10-2003,Morning,Wyoming,Rainy,Under Construction,2,Weather Conditions
04-03-2013,Morning,Wisconsin,Rainy,Fine,2,Driver Fatigue
05-08-2003,Afternoon,Texas,Clear,Under Construction,4,Drunk Driving
19-04-2009,Night,Colorado,Foggy,Rough,1,Drunk Driving
02-09-2019,Morning,New Jersey,Clear,Under Construction,0,Distracted Driving
04-12-2022,Night,Georgia,Clear,Under Construction,9,Driver Fatigue
08-04-2011,Evening,West Virginia,Foggy,Rough,2,Driver Fatigue
06-06-2013,Night,Alaska,Foggy,Fine,1,Drunk Driving
22-03-2011,Night,Iowa,Foggy,Fine,2,Mechanical Failure
05-01-2015,Evening,Colorado,Clear,Rough,5,Road Conditions
27-04-2000,Morning,Wisconsin,Foggy,Rough,7,Driver Fatigue
12-10-2023,Night,Michigan,Foggy,Fine,0,Poor Visibility
18-10-2001,Night,Louisiana,Rainy,Fine,6,Speeding
20-01-2013,Afternoon,Minnesota,Rainy,Under Construction,4,Speeding
26-08-2004,Night,Indiana,Rainy,Rough,3,Speeding
10-02-2004,Afternoon,New York,Clear,Rough,2,Weather Conditions
28-02-2000,Night,Florida,Foggy,Under Construction,4,Mechanical Failure
04-02-2002,Morning,Illinois,Foggy,Rough,5,Road Conditions
26-04-2023,Night,Washington,Clear,Under Construction,1,Driver Fatigue
28-09-2022,Evening,Illinois,Foggy,Under Construction,5,Distracted Driving
31-05-2007,Night,Ohio,Foggy,Under Construction,6,Drunk Driving
28-02-2000,Night,Arizona,Foggy,Rough,2,Distracted Driving
01-10-2019,Night,West Virginia,Clear,Rough,6,Driver Fatigue
10-07-2021,Night,Louisiana,Clear,Rough,10,Reckless Driving
31-03-2004,Night,North Carolina,Rainy,Rough,9,Weather Conditions
22-08-2022,Night,South Carolina,Clear,Fine,8,Poor Visibility
29-02-2012,Morning,California,Rainy,Rough,6,Reckless Driving
30-06-2015,Morning,Ohio,Foggy,Fine,3,Mechanical Failure
03-01-2019,Afternoon,Minnesota,Foggy,Rough,1,Weather Conditions
22-12-2010,Evening,Indiana,Foggy,Fine,2,Road Conditions
30-05-2021,Night,Wisconsin,Clear,Rough,3,Mechanical Failure
19-04-2013,Night,Georgia,Clear,Rough,7,Distracted Driving
24-03-2001,Afternoon,New Jersey,Clear,Fine,8,Road Conditions
12-11-2006,Morning,Wisconsin,Foggy,Fine,1,Weather Conditions
16-09-2004,Afternoon,Ohio,Foggy,Under Construction,10,Speeding
22-01-2009,Afternoon,Colorado,Foggy,Under Construction,4,Poor Visibility
05-09-2016,Morning,Wyoming,Foggy,Rough,1,Road Conditions
18-01-2019,Morning,Michigan,Clear,Fine,0,Distracted Driving
18-11-2013,Night,Washington,Foggy,Under Construction,5,Poor Visibility
24-12-2006,Night,Vermont,Clear,Fine,2,Speeding
08-07-2000,Afternoon,Pennsylvania,Foggy,Under Construction,5,Speeding
24-07-2004,Morning,Pennsylvania,Foggy,Rough,0,Poor Visibility
20-04-2021,Evening,New Mexico,Clear,Fine,6,Speeding
01-02-2005,Morning,Wisconsin,Foggy,Fine,1,Mechanical Failure
08-08-2010,Morning,Nevada,Rainy,Rough,0,Road Conditions
16-09-2011,Afternoon,New Mexico,Clear,Under Construction,4,Road Conditions
31-07-2005,Evening,New York,Rainy,Under Construction,0,Reckless Driving
21-01-2015,Night,Minnesota,Rainy,Under Construction,4,Reckless Driving
01-05-2021,Morning,Wyoming,Clear,Fine,2,Speeding
23-08-2008,Afternoon,New York,Rainy,Rough,10,Distracted Driving
13-02-2015,Evening,Indiana,Rainy,Rough,4,Poor Visibility
25-11-2000,Evening,Louisiana,Clear,Fine,9,Road Conditions
20-12-2015,Night,Florida,Rainy,Fine,9,Road Conditions
02-03-2001,Morning,Wisconsin,Foggy,Fine,0,Drunk Driving
08-04-2020,Evening,Virginia,Foggy,Fine,8,Weather Conditions
05-09-2008,Morning,Alaska,Rainy,Fine,4,Road Conditions
02-02-2008,Afternoon,Wisconsin,Rainy,Under Construction,1,Weather Conditions
12-03-2022,Morning,Nevada,Clear,Rough,8,Drunk Driving
17-01-2022,Afternoon,Colorado,Rainy,Rough,9,Speeding
09-01-2009,Morning,Vermont,Foggy,Rough,2,Reckless Driving
29-10-2008,Afternoon,Michigan,Foggy,Under Construction,2,Speeding
17-11-2000,Evening,California,Clear,Rough,9,Speeding
29-04-2013,Afternoon,Texas,Clear,Fine,5,Road Conditions
20-01-2016,Morning,New Jersey,Foggy,Under Construction,1,Weather Conditions
08-03-2018,Night,Nevada,Foggy,Under Construction,0,Distracted Driving
16-08-2022,Morning,Alaska,Rainy,Fine,6,Distracted Driving
02-07-2001,Morning,Texas,Rainy,Under Construction,3,Mechanical Failure
07-12-2005,Afternoon,West Virginia,Foggy,Under Construction,10,Speeding
12-11-2009,Afternoon,Colorado,Clear,Rough,5,Road Conditions
19-12-2019,Night,South Carolina,Foggy,Rough,4,Road Conditions
22-12-2003,Morning,New Jersey,Rainy,Under Construction,8,Poor Visibility
19-01-2020,Morning,Wyoming,Clear,Fine,6,Distracted Driving
07-08-2012,Afternoon,Wyoming,Foggy,Under Construction,4,Poor Visibility
15-06-2004,Night,Arizona,Foggy,Rough,1,Mechanical Failure
18-07-2007,Night,Montana,Clear,Fine,2,Road Conditions
02-03-2002,Night,Alaska,Rainy,Under Construction,0,Driver Fatigue
22-08-2010,Night,Texas,Foggy,Rough,4,Drunk Driving
24-03-2005,Evening,Louisiana,Rainy,Fine,0,Distracted Driving
09-12-2013,Morning,Wisconsin,Rainy,Rough,10,Driver Fatigue
11-07-2000,Night,Georgia,Foggy,Fine,9,Drunk Driving
16-02-2007,Night,Minnesota,Rainy,Fine,5,Poor Visibility
16-09-2003,Night,Nevada,Foggy,Rough,8,Speeding
19-08-2009,Night,New Mexico,Clear,Fine,1,Drunk Driving
07-12-2002,Morning,Pennsylvania,Clear,Fine,0,Road Conditions
21-11-2004,Evening,Louisiana,Foggy,Rough,0,Weather Conditions
29-08-2002,Morning,Louisiana,Rainy,Rough,5,Weather Conditions
09-07-2020,Afternoon,Alaska,Rainy,Under Construction,0,Drunk Driving
13-07-2020,Afternoon,Texas,Rainy,Fine,10,Weather Conditions
25-12-2019,Morning,South Carolina,Rainy,Rough,2,Poor Visibility
07-04-2006,Afternoon,Florida,Foggy,Fine,5,Distracted Driving
09-03-2014,Evening,Pennsylvania,Foggy,Under Construction,7,Reckless Driving
09-11-2009,Evening,Minnesota,Rainy,Rough,6,Distracted Driving
07-03-2013,Evening,Vermont,Clear,Rough,6,Reckless Driving
10-04-2003,Morning,Ohio,Clear,Rough,3,Reckless Driving
22-11-2022,Afternoon,Virginia,Foggy,Fine,0,Speeding
02-02-2021,Night,New York,Rainy,Rough,10,Road Conditions
25-05-2001,Night,Wisconsin,Clear,Fine,2,Road Conditions
19-09-2013,Morning,Louisiana,Clear,Under Construction,3,Road Conditions
16-03-2018,Evening,New York,Clear,Rough,7,Speeding
09-05-2011,Night,Ohio,Rainy,Under Construction,2,Weather Conditions
18-03-2022,Night,Texas,Rainy,Under Construction,10,Road Conditions
26-01-2014,Afternoon,Colorado,Foggy,Rough,4,Speeding
25-04-2008,Afternoon,Minnesota,Foggy,Fine,6,Drunk Driving
17-03-2020,Afternoon,Illinois,Clear,Under Construction,8,Driver Fatigue
10-10-2015,Night,Louisiana,Clear,Fine,2,Poor Visibility
23-11-2004,Morning,Nevada,Foggy,Fine,4,Driver Fatigue
11-07-2012,Afternoon,California,Clear,Rough,7,Mechanical Failure
19-05-2002,Evening,Montana,Foggy,Fine,5,Drunk Driving
12-02-2011,Evening,Texas,Foggy,Fine,2,Drunk Driving
18-05-2003,Night,New Mexico,Foggy,Under Construction,6,Poor Visibility
24-03-2014,Night,Texas,Clear,Fine,7,Distracted Driving
01-05-2022,Night,Illinois,Foggy,Rough,5,Speeding
25-03-2001,Night,New Mexico,Clear,Rough,10,Driver Fatigue
29-07-2023,Night,Illinois,Clear,Under Construction,7,Reckless Driving
13-12-2001,Morning,South Carolina,Rainy,Under Construction,8,Road Conditions
29-07-2023,Evening,North Carolina,Foggy,Fine,8,Driver Fatigue
14-01-2015,Morning,Wisconsin,Rainy,Fine,3,Mechanical Failure
19-11-2023,Night,Georgia,Clear,Under Construction,3,Road Conditions
08-04-2020,Night,Wisconsin,Rainy,Rough,7,Weather Conditions
15-03-2003,Morning,Florida,Rainy,Under Construction,4,Speeding
07-09-2005,Night,New Mexico,Foggy,Fine,3,Road Conditions
29-05-2021,Morning,New York,Foggy,Rough,0,Speeding
20-05-2020,Afternoon,Vermont,Rainy,Fine,6,Drunk Driving
11-02-2017,Morning,Iowa,Rainy,Rough,1,Weather Conditions
04-06-2005,Afternoon,Illinois,Foggy,Under Construction,6,Mechanical Failure
28-07-2021,Evening,Vermont,Foggy,Under Construction,0,Driver Fatigue
28-01-2018,Afternoon,Wisconsin,Clear,Fine,5,Road Conditions
08-10-2020,Night,Washington,Clear,Under Construction,10,Weather Conditions
17-08-2010,Morning,North Carolina,Foggy,Fine,2,Poor Visibility
02-11-2002,Night,Nevada,Foggy,Under Construction,5,Reckless Driving
20-02-2008,Evening,Texas,Clear,Fine,7,Road Conditions
11-10-2006,Night,Louisiana,Rainy,Rough,2,Road Conditions
03-11-2014,Afternoon,California,Foggy,Under Construction,7,Weather Conditions
17-06-2014,Night,Texas,Rainy,Rough,9,Road Conditions
12-01-2019,Afternoon,New Mexico,Foggy,Rough,5,Speeding
25-03-2017,Morning,Nevada,Rainy,Rough,8,Mechanical Failure
23-09-2009,Night,Indiana,Foggy,Fine,7,Driver Fatigue
29-06-2021,Night,Nevada,Rainy,Under Construction,8,Driver Fatigue
18-01-2005,Morning,Arizona,Rainy,Fine,2,Mechanical Failure
20-11-2012,Evening,Virginia,Clear,Rough,4,Reckless Driving
31-10-2004,Afternoon,Minnesota,Clear,Rough,4,Speeding
11-05-2002,Night,Colorado,Clear,Under Construction,7,Distracted Driving
14-01-2005,Night,South Carolina,Foggy,Under Construction,3,Mechanical Failure
16-01-2009,Evening,West Virginia,Rainy,Rough,3,Drunk Driving
08-04-2006,Morning,Wyoming,Clear,Rough,5,Mechanical Failure
12-08-2000,Afternoon,Arizona,Clear,Fine,7,Road Conditions
02-05-2002,Night,Virginia,Clear,Rough,4,Drunk Driving
20-07-2010,Night,South Carolina,Rainy,Under Construction,6,Road Conditions
10-05-2013,Afternoon,Texas,Foggy,Fine,6,Distracted Driving
05-01-2005,Morning,Iowa,Rainy,Rough,4,Road Conditions
08-01-2017,Afternoon,California,Clear,Rough,9,Distracted Driving
31-05-2002,Evening,Washington,Clear,Rough,10,Speeding
08-07-2017,Morning,Colorado,Foggy,Rough,3,Distracted Driving
06-04-2021,Night,West Virginia,Foggy,Rough,1,Road Conditions
25-10-2008,Afternoon,Michigan,Foggy,Under Construction,4,Weather Conditions
02-10-2009,Morning,Minnesota,Rainy,Under Construction,10,Poor Visibility
05-04-2003,Morning,North Carolina,Clear,Rough,10,Drunk Driving
16-09-2010,Morning,Virginia,Rainy,Under Construction,4,Drunk Driving
11-02-2019,Night,Florida,Clear,Under Construction,7,Mechanical Failure
14-09-2000,Afternoon,New York,Foggy,Under Construction,8,Distracted Driving
28-03-2013,Night,Ohio,Clear,Under Construction,5,Distracted Driving
18-07-2006,Morning,Texas,Rainy,Fine,3,Drunk Driving
22-11-2018,Afternoon,South Carolina,Rainy,Rough,3,Mechanical Failure
28-09-2020,Evening,Ohio,Clear,Rough,0,Weather Conditions
07-07-2016,Morning,Indiana,Foggy,Rough,6,Speeding
05-01-2006,Night,Washington,Clear,Fine,6,Driver Fatigue
02-04-2020,Morning,Nevada,Foggy,Under Construction,6,Driver Fatigue
11-11-2020,Night,Florida,Rainy,Fine,4,Road Conditions
01-08-2013,Morning,North Carolina,Foggy,Under Construction,4,Drunk Driving
26-09-2017,Afternoon,Pennsylvania,Rainy,Rough,1,Road Conditions
13-10-2004,Night,Wyoming,Rainy,Under Construction,4,Reckless Driving
25-03-2005,Morning,New York,Clear,Rough,4,Drunk Driving
11-09-2023,Afternoon,Texas,Clear,Fine,4,Speeding
06-06-2018,Night,Louisiana,Clear,Rough,4,Weather Conditions
22-05-2007,Afternoon,South Carolina,Clear,Under Construction,1,Poor Visibility
27-12-2008,Night,Washington,Rainy,Fine,8,Road Conditions
30-03-2017,Afternoon,Wyoming,Rainy,Rough,5,Drunk Driving
17-01-2009,Night,Florida,Rainy,Fine,1,Speeding
09-10-2000,Night,Indiana,Rainy,Under Construction,4,Poor Visibility
11-06-2007,Night,Virginia,Rainy,Under Construction,1,Weather Conditions
29-08-2019,Night,Minnesota,Foggy,Fine,4,Weather Conditions
26-12-2018,Evening,West Virginia,Foggy,Fine,6,Reckless Driving
22-09-2014,Night,Vermont,Clear,Rough,7,Speeding
25-03-2005,Afternoon,Montana,Rainy,Under Construction,5,Poor Visibility
13-04-2013,Afternoon,Ohio,Clear,Under Construction,6,Mechanical Failure
15-07-2021,Morning,Vermont,Clear,Under Construction,9,Road Conditions
06-08-2010,Morning,Virginia,Rainy,Under Construction,6,Drunk Driving
11-01-2014,Night,Vermont,Clear,Rough,3,Drunk Driving
07-02-2001,Night,North Carolina,Clear,Rough,7,Drunk Driving
08-08-2011,Afternoon,Georgia,Clear,Fine,3,Mechanical Failure
10-05-2011,Morning,South Carolina,Rainy,Rough,3,Poor Visibility
14-07-2016,Morning,Georgia,Rainy,Fine,8,Mechanical Failure
19-03-2008,Morning,Arizona,Rainy,Rough,3,Reckless Driving
08-01-2020,Night,Florida,Foggy,Fine,0,Driver Fatigue
18-08-2018,Night,Montana,Foggy,Under Construction,4,Road Conditions
03-04-2021,Night,Florida,Clear,Fine,6,Reckless Driving
17-11-2015,Afternoon,Iowa,Rainy,Under Construction,7,Speeding
04-03-2021,Evening,West Virginia,Rainy,Rough,2,Road Conditions
31-12-2015,Afternoon,California,Rainy,Fine,10,Weather Conditions
18-04-2013,Afternoon,New York,Clear,Under Construction,6,Speeding
07-03-2013,Morning,Alaska,Clear,Under Construction,4,Mechanical Failure
30-03-2006,Night,Wisconsin,Foggy,Rough,8,Drunk Driving
23-12-2005,Afternoon,Iowa,Rainy,Fine,1,Distracted Driving
24-08-2014,Night,New Mexico,Clear,Rough,1,Driver Fatigue
06-05-2012,Afternoon,Montana,Rainy,Rough,8,Poor Visibility
24-02-2018,Evening,Iowa,Foggy,Fine,1,Drunk Driving
21-03-2014,Night,Wisconsin,Rainy,Rough,9,Distracted Driving
19-06-2012,Night,Minnesota,Rainy,Rough,8,Speeding
20-12-2015,Afternoon,Colorado,Foggy,Rough,10,Reckless Driving
15-03-2014,Morning,Washington,Rainy,Rough,8,Driver Fatigue
21-11-2016,Morning,California,Clear,Under Construction,5,Poor Visibility
06-05-2016,Evening,West Virginia,Rainy,Rough,6,Weather Conditions
13-07-2016,Afternoon,New York,Foggy,Under Construction,4,Mechanical Failure
11-04-2021,Afternoon,Florida,Clear,Rough,1,Speeding
04-08-2023,Morning,Indiana,Foggy,Rough,2,Speeding
30-07-2019,Evening,Georgia,Foggy,Under Construction,7,Mechanical Failure
05-07-2003,Night,South Carolina,Rainy,Under Construction,1,Speeding
20-12-2011,Morning,Nevada,Rainy,Under Construction,10,Speeding
12-03-2004,Night,Alaska,Clear,Rough,0,Mechanical Failure
02-05-2003,Afternoon,Illinois,Foggy,Fine,3,Mechanical Failure
28-08-2012,Morning,California,Clear,Under Construction,8,Driver Fatigue
10-06-2018,Night,Washington,Foggy,Rough,10,Reckless Driving
11-06-2012,Night,Arizona,Foggy,Fine,2,Driver Fatigue
31-03-2015,Night,South Carolina,Rainy,Fine,9,Driver Fatigue
12-01-2019,Night,Michigan,Clear,Rough,0,Drunk Driving
15-01-2009,Night,Illinois,Clear,Under Construction,7,Mechanical Failure
02-02-2009,Morning,Colorado,Foggy,Fine,8,Mechanical Failure
03-11-2009,Night,Georgia,Rainy,Fine,9,Road Conditions
14-03-2021,Evening,Iowa,Rainy,Fine,10,Driver Fatigue
07-07-2017,Evening,Texas,Foggy,Under Construction,5,Distracted Driving
08-12-2015,Morning,Wisconsin,Foggy,Under Construction,4,Poor Visibility
29-07-2001,Night,Arizona,Rainy,Under Construction,0,Road Conditions
21-04-2014,Afternoon,Minnesota,Clear,Under Construction,7,Poor Visibility
16-05-2021,Night,Georgia,Foggy,Under Construction,1,Driver Fatigue
14-02-2005,Morning,Ohio,Rainy,Under Construction,4,Road Conditions
16-08-2015,Afternoon,Montana,Foggy,Fine,1,Drunk Driving
25-11-2006,Night,South Carolina,Clear,Fine,0,Speeding
07-11-2015,Evening,Ohio,Clear,Under Construction,8,Weather Conditions
08-04-2015,Night,Indiana,Foggy,Fine,3,Weather Conditions
18-12-2021,Morning,Nevada,Rainy,Fine,0,Mechanical Failure
21-05-2022,Afternoon,Georgia,Rainy,Fine,3,Poor Visibility
22-11-2008,Afternoon,Ohio,Clear,Fine,9,Driver Fatigue
21-03-2018,Afternoon,Louisiana,Clear,Rough,7,Road Conditions
17-05-2005,Night,Texas,Rainy,Rough,5,Mechanical Failure
26-04-2008,Morning,Ohio,Clear,Under Construction,0,Driver Fatigue
02-03-2008,Night,Wyoming,Rainy,Under Construction,1,Weather Conditions
22-12-2001,Night,Florida,Clear,Rough,6,Drunk Driving
29-05-2008,Afternoon,Georgia,Clear,Fine,4,Poor Visibility
30-11-2007,Night,Pennsylvania,Clear,Under Construction,1,Speeding
10-09-2013,Evening,New Mexico,Rainy,Under Construction,5,Reckless Driving
07-04-2003,Afternoon,Wyoming,Foggy,Fine,0,Poor Visibility
22-06-2008,Night,Minnesota,Clear,Under Construction,10,Speeding
14-02-2008,Evening,Ohio,Clear,Under Construction,2,Speeding
20-11-2014,Morning,Wyoming,Clear,Rough,4,Speeding
02-12-2009,Morning,Florida,Rainy,Rough,7,Reckless Driving
03-07-2002,Morning,Alaska,Foggy,Fine,4,Reckless Driving
22-11-2009,Afternoon,Illinois,Foggy,Under Construction,2,Drunk Driving
05-08-2021,Morning,Florida,Rainy,Fine,8,Mechanical Failure
19-05-2007,Night,Ohio,Clear,Under Construction,2,Poor Visibility
12-11-2007,Night,Florida,Rainy,Under Construction,10,Mechanical Failure
13-12-2016,Morning,Pennsylvania,Foggy,Under Construction,9,Weather Conditions
15-04-2023,Afternoon,Colorado,Rainy,Under Construction,2,Distracted Driving
25-02-2002,Afternoon,Montana,Foggy,Rough,3,Poor Visibility
21-09-2002,Afternoon,New York,Clear,Under Construction,2,Weather Conditions
15-04-2020,Night,Montana,Clear,Rough,6,Road Conditions
12-03-2023,Afternoon,West Virginia,Clear,Under Construction,3,Driver Fatigue
23-03-2000,Night,Iowa,Clear,Fine,10,Drunk Driving
24-01-2009,Night,New York,Foggy,Under Construction,0,Poor Visibility
07-08-2012,Night,Pennsylvania,Foggy,Under Construction,6,Drunk Driving
12-04-2008,Afternoon,Wisconsin,Rainy,Rough,8,Road Conditions
